path,text
0001536.png,Tilted sledgehammer with a wooden handle and a heavy grey metal head
0001607.png,"Knight, gold armor and chainmail, red circular shield, and a curved silver sword"
0001707.png,"Warrior figure wearing a winged helmet, grey tunic, and holding a wooden staff"
0001730.png,Silver Spartan helmet featuring a tall red crest and a black face opening
0001748.png,"Human hand, severed and bleeding, large metal nail through the palm"
0001780.png,"Battle axe, textured blue-green stone blade attached to a long brown wooden handle"
0001901.png,Scepter featuring a golden circular head with geometric patterns and a dark red handle
0001908.png,"Axe, wooden handle with a teal stone head featuring dark cracks"
0001954.png,"Warrior, bearded with gold armor, carrying a staff and a round gold shield"
0002003.png,Skeletal wizard wearing a dark grey cloak and holding a wooden staff with orb
0002130.png,"Green banner, rectangular fabric hanging from a brown pole with grey accents"
0002140.png,Armored warrior
0002160.png,"Equipment bundle: large pink sword, grey metal helmet, glass potions, and gold coins"
0002170.png,"Hand axe, curved teal metal blade attached to long dark brown wooden handle"
0002175.png,"Royal wizard character, white beard, blue cloak, holding tall staff with orb top"
0002313.png,Black plate armor boots featuring gold metal trim and pointed toe segments
0002350.png,"Wizard in red robes, holding a golden staff and a fireball"
0002356.png,Barbarian wearing a red loincloth and holding a large grey axe
0002496.png,Wooden arrow piercing a purple skull-like fruit with green liquid dripping down
0002500.png,"Two human figures, one a knight in gold armor above a smaller soldier"
0002502.png,"Wooden crossbow, dark brown handle and black metal bow, viewed from above"
0002552.png,Metal sword with a double-edged silver blade and a black and red hilt
0002572.png,"Purple hooded figure, red glowing eyes, holding a tall gold and cyan staff"
0002617.png,"Silver sword, black handle, red crossguard, pointed metal blade with red blood stains"
0002712.png,"Clothing set, black trousers paired with a golden staff and white orb"
0002768.png,Wooden staff topped with a jagged cluster of bluish-grey sharp stones
0002849.png,"Equipment pile, silver sword, metal helmet, red shield, and small blue potion bottles"
0002868.png,"Sword, golden hilt and crossguard with bright yellow glints on black background"
0002876.png,"Longsword with a silver metal blade, black grip, and a cross-shaped silver guard"
0002900.png,"Sword with a bat-winged crossguard, silver hilt, and red-trimmed steel blade"
0002910.png,Thorny branch made of brown wood with sharp pointed spikes protruding along its length
0002922.png,"Steel sword, silver blade, black grip, surrounded by glowing green and purple rings"
0002941.png,Wooden slingshot with a stone pouch holding a glowing yellow and orange projectile
0002957.png,Curved dagger. Silver blade with a glowing purple energy trail spiraling around the hilt
0002964.png,"Dagger, curved silver blade, ornate hilt, red tassel, serrated metal edge"
0002969.png,"Sword, gold hilt, silver blade base, bright blue glowing light"
0002971.png,"Triple-bladed dagger, silver metal, ornate h"
0002975.png,Long sword. Silver blade with purple and yellow energy swirls around the black handle
0002976.png,Ornate dagger. Broad silver blade with purple patterns and a brown textured handle
0002984.png,"Silver sword blade angled diagonally, surrounded by glowing white and blue magical orbs"
0002991.png,Curved silver dagger featuring a textured blade and a gold-colored hilt and crossguard
0002995.png,"Straight silver sword with a golden hilt, emitting white and blue sparkling light"
0002996.png,"Silver blade sword with a black handle, surrounded by white misty energy"
0003052.png,"Curved dagger, silver blade stained with blood, ornate brown handle with spikes"
0003056.png,"Leather boots, brown material, decorated with glowing blue and white magical horizontal bands"
0003089.png,"Silver sword with a curved horned hilt, red gem, and purple energy glow"
0003091.png,"Dry wooden branch covered in white spiderwebs with jagged, brown bark textures"
0003098.png,Diagonal sword blade being struck by several brown wooden shafts against dark shadows
0003117.png,Silver metal dagger with a brown handle and
0003124.png,a picture of a sword with a long blade
0003154.png,"Lightning bolt, jagged white core, purple and blue glowing aura, black background"
0003166.png,Jagged serrated knife with a wooden handle and purple and green decorative feathers
0003176.png,Short sword
0003180.png,Dagger made of glowing blue ice with a dark curved handle
0003184.png,"Sword hilt, gold pommel and crossguard, steel blade emitting purple electrical bolts"
0003186.png,"Dagger, silver blade, brown leather handle, surrounded by a glowing green mist"
0003187.png,"Dagger, glowing blue energy blade, black handle, crackling with white electrical sparks"
0003189.png,"Leather boots, brown material, wrapped in glowing cyan energy bands and white highlights"
0003214.png,"Dagger, sharp silver metal blade, brown handle with curved guard"
0003218.png,"Leather boots, brown material, glowing purple bands around the ankles"
0003233.png,"Sword, black grip hilt, silver pommel, blade glowing with red and white energy"
0003235.png,"Sword, black hilt, silver blade surrounded by intense orange and yellow fire"
0003248.png,"Sharp wooden branch, brown bark, jagged thorns, glowing yellow and red base"
0003258.png,"Dagger, dark patterned metal blade with curved bone handle and silver metallic pommel"
0003270.png,Steel dagger with a golden hilt and a bright purple magical glowing blade
0003291.png,"Sword, silver metal blade with gold crossguard and blue gem"
0003347.png,a pixel style knife with a black background
0003361.png,"Sword, silver hilt and pommel, emitting bright blue electric sparks from the crossguard"
0003370.png,"Steel dagger, golden crossguard, white hilt, glowing blue blade inside black square"
0003397.png,Sword with a glowing green blade and a silver and black hilt
0003420.png,"Sword, angled silver metallic blade, black hilt, decorated with blue and purple energy wings"
0003433.png,"Silver sword, metallic blade with ornate circular hilt and dark grip"
0003441.png,"Pointed dagger, dark triangular blade, brown handle, and sharp steel tip"
0003454.png,"Dagger with curved silver blade, brown leather hilt, and white border"
0003466.png,"Dagger, curved silver blade with purple etchings, ivory crossguard and handle"
0003481.png,Silver
0003511.png,"Lantern, glowing yellow glass cage hanging from a curved light-brown wooden staff"
0003533.png,"Sword featuring a sharp silver blade and an ornate, curved blue hilt with glowing highlights"
0003547.png,"Sword, silver blade, red ribbon on crossguard, surrounded by small white glows"
0003551.png,Dagger with a curved handle emitting three bright blue energy blasts forward
0003564.png,Survival knife with a black handle and a blade stained with blood
0003583.png,"Sword with a brown hilt, crossguard, and long grey blade pointing diagonally"
0003609.png,Magic staff with brown wooden handle and glowing cyan orb held in silver metal
0003657.png,"Sword with a silver blade, red hand guard, and brown grip"
0003714.png,"Magic staff with a wooden handle, glowing cyan gemstone, and silver metal setting"
0003726.png,"Iron sword with a purple gem hilt, framed within a square wooden border"
0003738.png,Wooden magic staff topped with a glowing green crystal orb and black accents
0003808.png,"Warrior, purple hair, silver shield, wooden spear, brown cloak, green and tan armor"
0003819.png,Wooden staff topped with a glowing blue orb held by dark metal rings
0003832.png,"Sword featuring a grey metal blade, a gold crossguard and brown wooden handle"
0003843.png,"Spear, long wooden handle with a pointed silver blade and guard"
0003916.png,"Magical staff, wooden handle topped with a teal orb and purple crystals"
0003917.png,"Naginata, long wooden pole with a white blade and red ribbon"
0003983.png,Dark grey inkwell holding a beige feather quill pen beside a brown bottle
0003984.png,"Short sword featuring a grey blade, a golden guard, and a brown handle"
0003986.png,a pixel sword
0004069.png,a pixel sword with a blue and brown handle
0004149.png,"Broadsword, straight silver metal blade with a golden hilt and circular pommel"
0004194.png,"Scepter, brown wooden staff topped with glowing purple and white crystals"
0004214.png,"Sword, silver blade and golden hilt with red gem, inside a wooden frame"
0004237.png,"Sword, grey metal blade with cyan glowing light around the silver crossguard"
0004239.png,"Spear, wooden brown shaft with a silver metal point and red fabric tassel"
0004274.png,Steel sword with a golden hilt set inside a square brown wooden frame
0004280.png,Morning star weapon with long silver handle and spiky grey mace head with blue details
0004294.png,"Steel sword, square wooden frame, bronze hilt with a small round blue gem"
0004310.png,"Magic staff, brown wooden rod topped with a glowing yellow circular gem"
0004350.png,"Silver sword with a long straight blade, brown hilt, and grey crossguard"
0004376.png,Mace weapon with a spiked grey metal head on a brown wooden handle
0004396.png,a pixel sword with a blue and orange face
0004401.png,"Hand axe, wooden handle with red twine and a sharp white metal blade"
0004417.png,"Broadsword with a thick steel blade, a golden crossguard,"
0004434.png,"Sword, silver double-edged blade, dark brown curved crossguard, textured handle and round pommel"
0004450.png,"Flail with a brown wooden handle, black chain, and a spiked grey iron head"
0004452.png,"Spear, long wooden shaft, white pointed blade with"
0004493.png,"Dagger with a brown hilt, purple rounded pommel, and a curved blade"
0004511.png,"Double-headed battle axe with white blades, grey trim, and brown wooden handle"
0004523.png,Battle axe with curved silver metal blade and long brown wooden handle
0004552.png,"Poisoned spear, wooden shaft with a grey tip dripping with green liquid"
0004574.png,"Futuristic white spaceship with blue accents, gold details, and small brown legs"
0004625.png,Wooden staff with a purple crystal head and small red gemstone details
0004667.png,"Wooden mace, brown handle, large glowing yellow orb at the top"
0004695.png,Stone axe with a white flint head lashed to a brown wooden handle
0004704.png,Silver sword with a golden hilt and a small bowl floating above
0004721.png,"Sword with a grey steel blade, ornate brown crossguard, and purple hilt gem"
0004725.png,Curved wooden staff with brown bark textures and blue and red gems
0004742.png,Wooden spear with a brown shaft and a pointed grey metal head
0004759.png,"Broadsword with a light blue metal blade, golden etchings, and decorated hilt"
0004779.png,"Axe, double-headed with white blades, red outlines, and a diagonal brown handle"
0004807.png,"Sword, silver metal blade, grey crossguard, and a brown wooden handle"
0004852.png,"Wooden staff featuring a blue orb at the tip, enclosed within a brown frame"
0004866.png,"Scythe, curved grey metal blade, brown wooden handle with silver metallic bands"
0004872.png,Black vertical spike with thin red lines protruding from the center
0005058.png,"Dagger, pointed silver blade with a black hilt on black square"
0005069.png,Armored knight with a red helmet plume holding a long silver sword
0005299.png,"Knight, silver helmet, red plume, holding a white sword and small red shield"
0005319.png,"Sign, brown cigar with a white tip positioned over a red cross"
0005532.png,"Dagger, pointed silver blade, black hilt, metallic crossguard, sharp grey steel edge"
0005834.png,Soldier in brown armor and a metal helmet holding a bow
0006037.png,Wooden bow with a curved brown frame and a thin vertical string
0006543.png,"Sword with a silver and blue blade, brown crossguard, and round grey pommel"
0006583.png,"Cutting board, wooden rectangular surface with chopped green herbs and a silver knife"
0006744.png,"Viking warrior with a horned helmet, brown shield, and a spear with white tip"
0006812.png,"Viking warrior wearing a horned helmet, holding a round shield and a spear"
0006841.png,"Armored bird warrior with a winged helmet, blue cape, and a pointed metal weapon"
0007011.png,"Wooden club, long and brown with a light-colored grip on the end"
0007020.png,"Viking warrior with horned helmet, dark purple cape, shield, and long spear"
0007101.png,"Standing knight with horned helmet, blue outfit, yellow cape, and long spear"
0007405.png,"Fantasy longsword, jagged black blade with a gold hilt and curved crossguard, pointing upward"
0007805.png,"Viking warrior, silver horned helmet, round gold shield, blue cape, holding spear"
0007819.png,"Viking warrior with horned helmet, blue tunic, yellow cape, round shield, and spear"
0008112.png,"Spaceship, slender red and white body, long needle nose, small side wings"
0008113.png,"Stone axe, long brown wooden handle, grey chipped flint head, primitive construction"
0008134.png,Grey fighter jet with triangular wings and two glowing blue engine exhausts at rear
0008139.png,"Red mechanical device, tall vertical rod, white side arms, wide tiered base"
0008153.png,"Aircraft, grey metal jet with blue flames trailing from two rear engines"
0008154.png,"Goblin, green head with brown helmet holding a wood club with red"
0008201.png,"Battle axe, long diagonal brown wooden handle with a grey metal blade and spike"
0008212.png,"Laser tower, red and white mechanical structure with a tall thin central pillar"
0008359.png,Red mechanical device with a central tan block and thin vertical pole
0008372.png,"Fighter jet, silver metallic hull, pointed nose, delta wings, and twin blue exhausts"
0008403.png,"Van, blue isometric body with light blue windows and small black rubber tires"
0008464.png,"Backpack, camouflaged with green and brown patches, blue canteen, and red base"
0008505.png,"Fighter jet, gray metal body, triangular wings, two blue glowing exhaust ports"
0008531.png,"Stone axe, long brown wooden handle, grey rock head, and tied bindings"
0008533.png,"Blue car, isometric view, light blue windows, four wheels, and simple body"
0008559.png,Grey fighter jet seen from above with two bright blue engine flames behind
0008566.png,"Crossbow, red wooden frame, tan horizontal bow limb, and a central reloading mechanism"
0008575.png,Silver triangular fighter jet with two bright blue engine trails firing from behind
0008632.png,"Jet fighter, silver with pointed nose, triangular wings, and blue engine trails"
0008690.png,"Stone axe, grey jagged stone head bound to a brown wooden handle with cord"
0008803.png,Grey skeletal humanoid with glowing eyes and curved metal blades for hands
0008805.png,"Magnifying glass with blue handle, gold rim, and orange cat-like slit eye"
0008811.png,"Magnifying glass with blue handle, green rim, and green feline eye in lens"
0008848.png,a pixel sword with a red eye
0008851.png,"Magnifying glass with a yellow eye lens, gold rim, and blue handle"
0008852.png,"Magnifying glass with a red eye lens, gold rim, and black handle"
0008865.png,"Magnifying glass, black handle, orange frame containing an orange eye with black pupil"
0008867.png,"Magnifying glass, black handle, orange circular frame with a large eye inside the lens"
0008875.png,"Magnifying glass with grey handle, gold rim, containing a glowing orange and black eye"
0008878.png,"Magnifying glass with black handle, gold rim, and a vertical orange cat-like eye"
0008879.png,"Magnifying glass with light blue handle, gold rim, and a yellow eye"
0008905.png,"Handheld device, grey handle, metal neck, white head with a green eye"
0008917.png,"Handheld compass with a blue handle, gold rim, and a pointing needle"
0008924.png,Handheld compass with a wooden brown handle and a blue circular rim
0008934.png,"Magnifying glass with a blue handle, silver frame, and a red eye lens"
0008943.png,"Magnifying glass with a black handle, silver frame, and a yellow eye lens"
0008944.png,"Metallic wand with a black handle, gold ring, and yellow slitted eye orb"
0008965.png,"Magnifying glass, silver metal frame, featuring a red reptilian eye within the lens"
0008987.png,"Magnifying glass with a brown handle, green frame, and glowing green glass lens"
0008996.png,"Magnifying glass with a blue handle, gold frame, and red cat eye"
0009010.png,"Magic wand featuring a blue handle, gold collar, and pink eye inside a glass sphere"
0009012.png,"Heart wand with a black handle, gold neck, and a vibrant red heart-shaped top"
0009026.png,"Heart wand featuring a black handle, gold collar, and a shiny golden heart-shaped top"
0009031.png,a pixel sword with a blue eye and a gold handle
0009032.png,a pixel sword with a yellow handle
0009033.png,"Compass tool with yellow handle, silver rim, and red circular gauge face"
0009044.png,"Compass tool featuring a yellow handle, silver rim, and blue gauge face"
0009046.png,a pixel sword with a pink stone on it
0009048.png,a pixel sword with a red and black blade
0009050.png,a pixel sword with a pixel on it
0009058.png,"Goblin, green-skinned creature with dark hair holding a white sword and wooden shield"
0009060.png,"Magnifying glass, silver lens with gold rim attached to a blue and white handle"
0009074.png,"Magic wand with a black handle, gold collar, and glowing orange eye"
0009082.png,"Magic wand with a brown handle, gold collar, and glowing orange eye"
0009084.png,"Magic wand with a silver handle, gold collar, and glowing red eye"
0009097.png,"Magic wand, black handle with a silver band and a light blue glowing bulb"
0009109.png,Magic magnifying glass with a blue handle and a pink eye inside the lens
0009141.png,Magnifying glass with blue handle and large green eye behind the glass
0009161.png,"Compass with brown wooden handle, gold ring, and white face with grey needle"
0009183.png,"Eye wand, blue handle, gold ring, white orb containing a red eye"
0009186.png,"Magnifying glass, brown handle, golden ring, circular grey glass lens"
0009195.png,"Magnifying glass, blue handle, gold ring, white frame, green eye inside lens"
0009199.png,"Magnifying glass, brown handle, gold ring, white frame, grey cat eye inside lens"
0009200.png,"Magnifying glass, blue handle, gold ring, white frame, grey cat eye inside lens"
0009215.png,"Sword, light blue blade, brown crossguard and hilt, angled diagonally upward"
0009219.png,"Wand, golden handle, round glass lens with an orange eye inside"
0009221.png,"Wand, silver handle, round glass lens with a red eye inside"
0009223.png,"Wand, black handle, round glass lens with an orange eye inside"
0009237.png,Eyeball wand with a light blue handle and glowing pink eye
0009251.png,"Magic staff having grey handle, gold ring, and orange eye in sphere"
0009256.png,"Magnifying glass, yellow handle, silver frame, green eye with slit pupil inside"
0009261.png,"Magnifying glass, yellow handle, purple frame, pink eye with slit pupil inside"
0009266.png,"Magic staff having gold handle, red ring, and red eye in sphere"
0009270.png,"Handheld lens featuring a black handle, gold ring, and pink slit eye"
0009277.png,"Magic staff, light blue handle, gold collar, glass orb featuring orange eye"
0009283.png,"Magnifying tool, blue handle, gold band, circular lens with light blue glass"
0009286.png,"Handheld lens featuring a black handle, gold ring, and silver slit eye"
0009287.png,"Handheld lens featuring a gray handle, gold ring, and yellow slit eye"
0009294.png,"Compass device, brown wooden handle, golden circular rim, white dial, yellow needle"
0009295.png,"Scepter with a black handle, gold collar, and green heart gem"
0009300.png,"Magnifying glass with a silver handle, gold ring, and green lens"
0009301.png,"Scepter with a black handle, gold collar, and black heart gem"
0009305.png,"Magnifying glass with a wooden handle, gold ring, and yellow lens"
0009308.png,"Heart scepter, black handle, gold collar, large light blue heart-shaped glowing gem"
0009312.png,"Magnifying glass, blue handle, silver metal frame, clear lens with black center"
0009321.png,"Heart wand, black handle, gold ring, pink heart top with white highlight"
0009329.png,"Magnifying glass with black handle, golden ring, and a slit pupil in the lens"
0009363.png,"Handheld mallet featuring a black handle, gold ring, and yellow heart-shaped head"
0009364.png,Magnifying glass tool with a silver handle and a compass needle inside its lens
0009365.png,"Handheld mallet featuring a black handle, gold ring, and orange heart-shaped head"
0009370.png,"Magnifying glass with black handle, gold rim, and glowing orange eye lens"
0009388.png,Magnifying glass with a silver handle and a compass needle inside the lens
0009400.png,"Magic wand with a black handle, gold collar, and glowing orange heart"
0009423.png,"Magnifying glass, light blue handle, golden rim, yellow lens with horizontal slit"
0009427.png,"Magnifying glass, black handle, golden rim, white lens with horizontal slit"
0009428.png,"Magnifying glass, light blue handle, golden rim, orange lens with horizontal slit"
0009430.png,"Magnifying glass, black handle, golden rim, dark gray lens with horizontal slit"
0009435.png,"Compass, blue cylindrical handle, gold circular rim, yellow directional needle"
0009440.png,"Magnifying glass with blue handle, silver rim, and a lens showing a line"
0009442.png,"Magnifying glass with gray handle, silver rim, and a lens showing a line"
0009477.png,pixel sword icon
0009478.png,a pixel sword with a yellow handle
0009480.png,"Magnifying glass, black handle, silver rim, containing a vertical red slit-pupil eye"
0009489.png,"Magnifying glass, black handle, gold collar, containing a grey and white reflective lens"
0009490.png,"Magnifying glass, blue handle, gold collar, containing a vertical pink slit-pupil eye"
0009495.png,"Heart wand, black handle, gold collar, topped with a shiny white heart shape"
0009497.png,"Magnifying glass, blue handle, gold collar, containing a vertical orange slit-pupil eye"
0009518.png,"Magnifying glass, light blue handle, silver frame, and a pale blue lens"
0009526.png,Handheld spyglass with a brown handle and a large glowing eye
0009809.png,Female warrior with brown hair wearing silver armor and carrying a sword
0010149.png,"Fountain pen, brown wooden handle, silver metallic ferrule, black pointed writing nib"
0010369.png,Armored man with brown hair holding a long silver sword by his side
0010582.png,"Paper document, white, featuring a magnifying glass and a slanted yellow pencil"
0010608.png,"Sword, gray metal blade with a black and red hilt and gold accents"
0010653.png,a pixel with a sword
0010829.png,"Cleaning broom, yellow straw bristles"
0011293.png,"Adventurer, brown-haired, in a grey shirt and brown boots, holding a sword"
0011348.png,"Adventurer: brown hair, gray clothing, holding a long sword with brown boots"
0011802.png,Energy slash composed of yellow stars trailing bright yellow light streaks
0012124.png,"Knight in grey armor, red plume helmet, holding long sword and red shield"
0012284.png,Garden trowel with a brown wooden handle and a pointed black metal spade blade
0012558.png,"Shooting star, yellow five-pointed head with three long diagonal trailing rays"
0012730.png,"Diagonal club, long brown wooden handle, heavy grey stone hammer head"
0012833.png,"Pig character, pink skin, red collar, white torso, black outline, small eyes"
0013077.png,"Two crossed swords with silver metal blades, golden hilts, and red gems"
0013322.png,"Hanging head, upside-down face with black hair and red headband, pink neck"
0013489.png,"Furniture collection, small grey stone stairs beside two brown chests and two wooden crates"
0013509.png,Pink humanoid creature wearing a red headband with a thin tail extending upwards
0013529.png,Lever: Brown wooden base with a black slot and red ball handle
0013584.png,Pink block creature with two small eyes and a red bottom stripe
0013602.png,"Crossed axes, two grey metal heads on brown wooden handles in X shape"
0013686.png,"Upside-down pink pig, featuring a curly tail at top and a face at bottom"
0013711.png,Character head with a
0014375.png,"Ribbon bow, bright red fabric, large rounded loops and a central knot"
0014642.png,"Vegetable, purple turnip with green leaves positioned above a dark glass bottle"
0014878.png,"Short sword, golden blade, black hilt, and round green pommel jewel"
0014909.png,"Dagger, pointed light blue blade with a"
0014935.png,"Combat helmet, dark gray and black, featuring a protruding horizontal barrel or spike"
0015066.png,Sword featuring a curved gold hilt and a serrated gray blade
0015238.png,"Sword, light blue blade with silver crossguard, brown handle, and green jeweled pommel"
0015245.png,"Short sword, silver blade with gold hilt and green gem pommel"
0015759.png,"Silver knight, plate armor with gold trim, red cape, and horned helmet"
0015976.png,"Blue blocky zombie, exposed pink brain, glowing white eyes, dark brown legs and feet"
0016019.png,"Character, blue block with exposed pink brain, white eyes, black legs"
0016068.png,"Metallic base featuring a green antenna, blue gems, and yellow fish-shaped objects"
0016704.png,Viking warrior in grey armor swinging a sword with a white motion trail
0016716.png,"Two horizontal metallic tiles, one golden orange and one blue, with mechanical joints"
0016873.png,"Creature, cyan rectangular body with pink brain on top and solid brown base"
0016964.png,"Dagger, short grey steel blade with a cross-shaped hilt and sharp point"
0016996.png,"Axe, silver metal head, wooden handle with orange and black grip details"
0017120.png,"Metallic structure, three vertical spiked pillars, silver and gray tones, symmetrical jagged base"
0017444.png,"Stone axe with a grey head, dark wooden handle, and black twine bindings"
0017478.png,"Dagger, jagged grey blade with a simple crossguard and sharp point"
0017799.png,"Bow, wooden recurve, with a grey metallic grip and a black string"
0017864.png,"Bow and arrow, brown wooden frame, thin white string, and a grey-tipped projectile"
0017981.png,Root vegetable with a pale green body and a small leafy top
0017982.png,Grey rectangular slab standing at an angle with black outlines and shadows
0018062.png,"Longbow with a nocked white arrow, featuring brown wooden limbs and gray string"
0018421.png,Scythe with a curved gray metal blade and a brown wooden handle
0018497.png,"Metallic letter X with silver shading, rounded corners, and a dark outline"
0018648.png,"Scythe with a brown wooden handle, grey blade, and red droplet at base"
0018771.png,"Street lamp, black metal post supporting a glowing yellow lantern under a cap"
0018925.png,"Scythe, long dark red handle, gold rings, curved silver and yellow metal blade"
0018931.png,"Scythe, blue blade, brown handle, gold pommel, and a white cord"
0018977.png,"Scythe, curved grey blade, blue handle with golden accents"
0019049.png,"Longsword with a grey metallic blade, white handle, and a purple circular pommel"
0019054.png,"Broadsword with a long silver blade, black handle, and red pommel"
0019061.png,"Greatsword with a large grey blade, green crossguard, and dark hilt"
0019075.png,Greatsword with long grey metal blade and short purple handle pointing diagonally upward
0019094.png,"Blades, four gray metal weapons including a curved scimitar and several sharp daggers"
0019102.png,"Broadsword with a straight grey metal blade, green crossguard, and a dark hilt"
0019126.png,"Sword, silver metal, with a straight blade and a purple"
0019144.png,"Purple dagger, short thick violet blade with a dark grey handle and pommel"
0019146.png,"Wooden sword, brown straight blade"
0019148.png,a pixel with a pixeled image of a sword
0019154.png,"Longsword, straight light grey blade with purple grip and silver pommel"
0019155.png,"Sword with a tapered silver steel blade, red hilt, and round grey pommel"
0019158.png,Curved serrated cleaver blade made of grey metal with a dark purple handle
0019181.png,"Greatsword, wide grey blade, small crossguard, diagonal position, surrounded by black shards"
0019183.png,"Shortsword, straight grey metal blade, round pommel, and simple dark crossguard"
0019195.png,Heavy grey metal sword with a thick diagonal blade and simple black hilt
0019199.png,Long straight grey metal sword with a blue grip and round silver pommel
0019201.png,Straight grey metal sword with a black handle and small metal crossguard
0019204.png,Short wide grey metal sword featuring a teal crossguard and dark hilt
0019208.png,"Blades, a diagonal cluster containing a sickle and three various straight swords"
0019209.png,"Broadsword, short with a dark grey metal blade and small brown hilt"
0019218.png,"Lance, long grey pointed blade, small black hilt, and circular pommel"
0019228.png,"Sword, wide grey blade, green hilt, round pommel, and black outline"
0019244.png,"Longsword, straight grey steel blade featuring a purple hilt and silver crossguard"
0019248.png,"Heavy blade, wide dark grey cleaver with a cross-hatched handle"
0019249.png,"Spear, long pointed grey blade with a small red and black hilt"
0019258.png,Broad metal blade with dark grey gradients and a small red crossguard
0019259.png,Straight grey sword with a purple guard and thin green handle wrap
0019261.png,Narrow grey metal sword with a silver guard and dark green grip
0019265.png,Curved grey scimitar with a serrated edge and a simple brown handle
0019300.png,"Blade, curved grey metal with jagged edges and a short dark hilt"
0019317.png,Broadsword with a long brown blade and a purple and silver hilt
0019324.png,Steel sword with a tapered grey blade and a red-handled hilt
0019339.png,"Broadsword, grey notched blade, black crossguard, and a small red pommel"
0019362.png,"Broadsword, large gray silver blade with a dark, simple cross hilt"
0019385.png,"Longsword, slender gray blade, green hilt, angled diagonally with pointed tip"
0019387.png,"Broadsword, thick"
0019416.png,"Glass bottle with cork stopper, containing brown liquid and thin black outlines"
0019431.png,"Sword, grey metal blade, silver crossguard, black grip, and circular pommel"
0019445.png,"Straight longsword, silver blade, blue circular hilt, black handle"
