path,text
kenney_items__roguelike-caves-dungeons_01_02.png,Jagged grey rock with moss growing along the left edge and top peak
kenney_items__roguelike-caves-dungeons_01_02.png,Jagged grey rock with moss growing along the left edge and top peak
kenney_items__roguelike-caves-dungeons_01_03.png,Rounded brown rock mound with a flat base and smooth curved sides
kenney_items__roguelike-caves-dungeons_01_03.png,Rounded brown rock mound with a flat base and smooth curved sides
kenney_items__roguelike-caves-dungeons_01_04.png,Rounded brown rock mound with green moss growing on its left side
kenney_items__roguelike-caves-dungeons_01_04.png,Rounded brown rock mound with green moss growing on its left side
kenney_items__roguelike-caves-dungeons_01_05.png,Rounded grey rock mound with a flat base and smooth curved sides
kenney_items__roguelike-caves-dungeons_01_05.png,Rounded grey rock mound with a flat base and smooth curved sides
kenney_items__roguelike-caves-dungeons_01_06.png,Rounded grey rock mound with green moss growing on its left side
kenney_items__roguelike-caves-dungeons_01_06.png,Rounded grey rock mound with green moss growing on its left side
kenney_items__roguelike-caves-dungeons_01_07.png,Black jagged crack lines forming a branching pattern on an invisible surface
kenney_items__roguelike-caves-dungeons_01_07.png,Black jagged crack lines forming a branching pattern on an invisible surface
kenney_items__roguelike-caves-dungeons_01_18.png,Vertical blue rectangular pillar with dark grey borders on left and right sides
kenney_items__roguelike-caves-dungeons_01_18.png,Vertical blue rectangular pillar with dark grey borders on left and right sides
kenney_items__roguelike-caves-dungeons_02_00.png,Pale beige skull with a single dark eye socket and rounded shape
kenney_items__roguelike-caves-dungeons_02_00.png,Pale beige skull with a single dark eye socket and rounded shape
kenney_items__roguelike-caves-dungeons_02_01.png,"Pale beige bone with rounded joints, positioned diagonally pointing to the right"
kenney_items__roguelike-caves-dungeons_02_01.png,"Pale beige bone with rounded joints, positioned diagonally pointing to the right"
kenney_items__roguelike-caves-dungeons_02_02.png,Pale beige skull and diagonal bone resting together as a small pile
kenney_items__roguelike-caves-dungeons_02_02.png,Pale beige skull and diagonal bone resting together as a small pile
kenney_items__roguelike-caves-dungeons_02_03.png,Pale beige skeletal torso and head with two thin blue vertical rods
kenney_items__roguelike-caves-dungeons_02_03.png,Pale beige skeletal torso and head with two thin blue vertical rods
kenney_items__roguelike-caves-dungeons_03_00.png,Three pale mushrooms with light brown caps clustered together on the ground
kenney_items__roguelike-caves-dungeons_03_00.png,Three pale mushrooms with light brown caps clustered together on the ground
kenney_items__roguelike-caves-dungeons_03_01.png,Three pale mushrooms with bright orange caps clustered together on the ground
kenney_items__roguelike-caves-dungeons_03_01.png,Three pale mushrooms with bright orange caps clustered together on the ground
kenney_items__roguelike-caves-dungeons_03_02.png,Three pale mushrooms with dark brown caps clustered together on the ground
kenney_items__roguelike-caves-dungeons_03_02.png,Three pale mushrooms with dark brown caps clustered together on the ground
kenney_items__roguelike-caves-dungeons_03_03.png,Three small pale bone fragments or teeth arranged in a triangular cluster
kenney_items__roguelike-caves-dungeons_03_03.png,Three small pale bone fragments or teeth arranged in a triangular cluster
kenney_items__roguelike-caves-dungeons_03_04.png,Thick green bamboo stalk with vertical ridges and small lateral branch nubs
kenney_items__roguelike-caves-dungeons_03_04.png,Thick green bamboo stalk with vertical ridges and small lateral branch nubs
kenney_items__roguelike-caves-dungeons_03_05.png,Thin green plant stem with small alternating branch nubs along its length
kenney_items__roguelike-caves-dungeons_03_05.png,Thin green plant stem with small alternating branch nubs along its length
kenney_items__roguelike-caves-dungeons_03_06.png,Thick brown tree trunk with vertical ridges and small lateral branch nubs
kenney_items__roguelike-caves-dungeons_03_06.png,Thick brown tree trunk with vertical ridges and small lateral branch nubs
kenney_items__roguelike-caves-dungeons_03_07.png,Thin brown tree branch with small alternating branch nubs along its length
kenney_items__roguelike-caves-dungeons_03_07.png,Thin brown tree branch with small alternating branch nubs along its length
kenney_items__roguelike-caves-dungeons_04_00.png,"Mushrooms, two small beige and white fungi with rounded caps"
kenney_items__roguelike-caves-dungeons_04_00.png,"Mushrooms, two small beige and white fungi with rounded caps"
kenney_items__roguelike-caves-dungeons_04_01.png,"Mushrooms, two small orange and white fungi with rounded caps"
kenney_items__roguelike-caves-dungeons_04_01.png,"Mushrooms, two small orange and white fungi with rounded caps"
kenney_items__roguelike-caves-dungeons_04_02.png,"Mushrooms, two small brown and beige fungi with rounded caps"
kenney_items__roguelike-caves-dungeons_04_02.png,"Mushrooms, two small brown and beige fungi with rounded caps"
kenney_items__roguelike-caves-dungeons_04_04.png,"Vines, a thick cluster of green vertical stalks with small leaves"
kenney_items__roguelike-caves-dungeons_04_04.png,"Vines, a thick cluster of green vertical stalks with small leaves"
kenney_items__roguelike-caves-dungeons_04_05.png,"Vine, a single slender green vertical stalk with small leaves"
kenney_items__roguelike-caves-dungeons_04_05.png,"Vine, a single slender green vertical stalk with small leaves"
kenney_items__roguelike-caves-dungeons_04_06.png,"Roots, a thick cluster of brown vertical wooden branches hanging down"
kenney_items__roguelike-caves-dungeons_04_06.png,"Roots, a thick cluster of brown vertical wooden branches hanging down"
kenney_items__roguelike-caves-dungeons_04_07.png,"Root, a single slender brown vertical wooden branch with small offshoots"
kenney_items__roguelike-caves-dungeons_04_07.png,"Root, a single slender brown vertical wooden branch with small offshoots"
kenney_items__roguelike-caves-dungeons_05_04.png,"Archway, a rectangular light grey stone frame enclosing an open space"
kenney_items__roguelike-caves-dungeons_05_04.png,"Archway, a rectangular light grey stone frame enclosing an open space"
kenney_items__roguelike-caves-dungeons_05_05.png,"Door, a tall brown wooden rectangular panel with recessed geometric details"
kenney_items__roguelike-caves-dungeons_05_05.png,"Door, a tall brown wooden rectangular panel with recessed geometric details"
kenney_items__roguelike-caves-dungeons_05_06.png,"Panel, a wide brown wooden rectangular block with recessed carved patterns"
kenney_items__roguelike-caves-dungeons_05_06.png,"Panel, a wide brown wooden rectangular block with recessed carved patterns"
kenney_items__roguelike-caves-dungeons_05_07.png,"Block, a small square brown wooden panel featuring a recessed rectangle"
kenney_items__roguelike-caves-dungeons_05_07.png,"Block, a small square brown wooden panel featuring a recessed rectangle"
kenney_items__roguelike-caves-dungeons_06_04.png,"Wall, a light grey rectangular stone block with a broken top edge"
kenney_items__roguelike-caves-dungeons_06_04.png,"Wall, a light grey rectangular stone block with a broken top edge"
kenney_items__roguelike-caves-dungeons_06_05.png,"Bin, a tall brown wooden rectangular structure with a black horizontal opening"
kenney_items__roguelike-caves-dungeons_06_05.png,"Bin, a tall brown wooden rectangular structure with a black horizontal opening"
kenney_items__roguelike-caves-dungeons_06_06.png,"Counter, a wide brown wooden structure featuring a dark horizontal slot"
kenney_items__roguelike-caves-dungeons_06_06.png,"Counter, a wide brown wooden structure featuring a dark horizontal slot"
kenney_items__roguelike-caves-dungeons_06_07.png,"Box, a small brown wooden container with a dark horizontal slot"
kenney_items__roguelike-caves-dungeons_06_07.png,"Box, a small brown wooden container with a dark horizontal slot"
kenney_items__roguelike-caves-dungeons_06_18.png,"Beam, a thick vertical brown wooden plank with dark outlines"
kenney_items__roguelike-caves-dungeons_06_18.png,"Beam, a thick vertical brown wooden plank with dark outlines"
kenney_items__roguelike-caves-dungeons_07_05.png,"Plank, a thick horizontal brown wooden beam with dark outlines"
kenney_items__roguelike-caves-dungeons_07_05.png,"Plank, a thick horizontal brown wooden beam with dark outlines"
kenney_items__roguelike-caves-dungeons_08_06.png,"Pillar, a narrow vertical brown wooden beam with dark outlines"
kenney_items__roguelike-caves-dungeons_08_06.png,"Pillar, a narrow vertical brown wooden beam with dark outlines"
kenney_items__roguelike-caves-dungeons_09_02.png,"Rails, two thin parallel vertical grey metal pipes with light highlights"
kenney_items__roguelike-caves-dungeons_09_02.png,"Rails, two thin parallel vertical grey metal pipes with light highlights"
kenney_items__roguelike-caves-dungeons_09_05.png,"Structure, a horizontal brown wooden beam resting on a beige vertical post"
kenney_items__roguelike-caves-dungeons_09_05.png,"Structure, a horizontal brown wooden beam resting on a beige vertical post"
kenney_items__roguelike-caves-dungeons_09_06.png,"Wooden beam, vertical brown rectangular plank with dark brown outlines on the sides"
kenney_items__roguelike-caves-dungeons_09_06.png,"Wooden beam, vertical brown rectangular plank with dark brown outlines on the sides"
kenney_items__roguelike-caves-dungeons_10_14.png,"Dust particles, scattered small square fragments in shades of grey, black, and charcoal"
kenney_items__roguelike-caves-dungeons_10_14.png,"Dust particles, scattered small square fragments in shades of grey, black, and charcoal"
kenney_items__roguelike-caves-dungeons_10_15.png,"Air streaks, horizontal thin rectangles in pale blue and light grey shades"
kenney_items__roguelike-caves-dungeons_10_15.png,"Air streaks, horizontal thin rectangles in pale blue and light grey shades"
kenney_items__roguelike-caves-dungeons_11_14.png,"Light particles, cluster of soft cream and pale yellow squares with glowing center"
kenney_items__roguelike-caves-dungeons_11_14.png,"Light particles, cluster of soft cream and pale yellow squares with glowing center"
kenney_items__roguelike-caves-dungeons_11_15.png,"Earth clumps, small scattered fragments in shades of dark brown, tan, and beige"
kenney_items__roguelike-caves-dungeons_11_15.png,"Earth clumps, small scattered fragments in shades of dark brown, tan, and beige"
kenney_items__roguelike-caves-dungeons_12_14.png,"Magic dust, cluster of small squares in vibrant purple, lavender, and light violet"
kenney_items__roguelike-caves-dungeons_12_14.png,"Magic dust, cluster of small squares in vibrant purple, lavender, and light violet"
kenney_items__roguelike-caves-dungeons_12_15.png,"Gold dust, cluster of small squares in bright yellow, gold, and light amber"
kenney_items__roguelike-caves-dungeons_12_15.png,"Gold dust, cluster of small squares in bright yellow, gold, and light amber"
kenney_items__roguelike-caves-dungeons_13_14.png,"Fire embers, cluster of small squares in bright orange, dark orange, and rust"
kenney_items__roguelike-caves-dungeons_13_14.png,"Fire embers, cluster of small squares in bright orange, dark orange, and rust"
kenney_items__roguelike-caves-dungeons_13_15.png,"Leaf fragments, cluster of small squares in forest green, lime, and olive tones"
kenney_items__roguelike-caves-dungeons_13_15.png,"Leaf fragments, cluster of small squares in forest green, lime, and olive tones"
kenney_items__roguelike-caves-dungeons_14_15.png,"Iron hatchet, small grey metal head attached to a short diagonal brown wooden handle"
kenney_items__roguelike-caves-dungeons_14_15.png,"Iron hatchet, small grey metal head attached to a short diagonal brown wooden handle"
kenney_items__roguelike-caves-dungeons_15_10.png,"Wooden crossbeams, intersection of a horizontal and vertical brown wooden plank"
kenney_items__roguelike-caves-dungeons_15_10.png,"Wooden crossbeams, intersection of a horizontal and vertical brown wooden plank"
kenney_items__roguelike-caves-dungeons_15_11.png,"Joined crossbeams, horizontal and vertical brown planks with a pale beige central fastener"
kenney_items__roguelike-caves-dungeons_15_11.png,"Joined crossbeams, horizontal and vertical brown planks with a pale beige central fastener"
kenney_items__roguelike-caves-dungeons_15_12.png,"Wooden plank, horizontal brown rectangular beam with dark brown edges and lighter shading"
kenney_items__roguelike-caves-dungeons_15_12.png,"Wooden plank, horizontal brown rectangular beam with dark brown edges and lighter shading"
kenney_items__roguelike-caves-dungeons_15_13.png,"Small pebbles, scattered irregularly shaped fragments in beige, tan, and light grey"
kenney_items__roguelike-caves-dungeons_15_13.png,"Small pebbles, scattered irregularly shaped fragments in beige, tan, and light grey"
kenney_items__roguelike-caves-dungeons_15_14.png,"Smooth oval stone, light beige color, rounded shape with simple grey shading"
kenney_items__roguelike-caves-dungeons_15_14.png,"Smooth oval stone, light beige color, rounded shape with simple grey shading"
kenney_items__roguelike-caves-dungeons_15_15.png,"Iron pickaxe, double-pointed grey metal head attached to a diagonal brown wooden handle"
kenney_items__roguelike-caves-dungeons_15_15.png,"Iron pickaxe, double-pointed grey metal head attached to a diagonal brown wooden handle"
kenney_items__roguelike-caves-dungeons_16_13.png,"Stone bricks, three rectangular grey blocks stacked in a small staggered pile"
kenney_items__roguelike-caves-dungeons_16_13.png,"Stone bricks, three rectangular grey blocks stacked in a small staggered pile"
kenney_items__roguelike-caves-dungeons_16_14.png,"Stone pile, cluster of irregular grey and dark grey rock fragments overlapping each other"
kenney_items__roguelike-caves-dungeons_16_14.png,"Stone pile, cluster of irregular grey and dark grey rock fragments overlapping each other"
kenney_items__roguelike-caves-dungeons_16_15.png,"Stone brick, single small rectangular grey block with a dark grey outline"
kenney_items__roguelike-caves-dungeons_16_15.png,"Stone brick, single small rectangular grey block with a dark grey outline"
kenney_items__roguelike-caves-dungeons_17_12.png,"Wooden beam, vertical brown rectangular plank with thin dark brown borders"
kenney_items__roguelike-caves-dungeons_17_12.png,"Wooden beam, vertical brown rectangular plank with thin dark brown borders"
kenney_items__roguelike-caves-dungeons_17_13.png,"Stone furnace, grey U-shaped base containing a burning orange and yellow flame"
kenney_items__roguelike-caves-dungeons_17_13.png,"Stone furnace, grey U-shaped base containing a burning orange and yellow flame"
kenney_items__roguelike-caves-dungeons_17_14.png,"Stone pedestal, light grey with a small orange fire burning on top"
kenney_items__roguelike-caves-dungeons_17_14.png,"Stone pedestal, light grey with a small orange fire burning on top"
kenney_items__roguelike-caves-dungeons_17_15.png,"Stone pedestal, grey block with a dark rectangular hollow in the center"
kenney_items__roguelike-caves-dungeons_17_15.png,"Stone pedestal, grey block with a dark rectangular hollow in the center"
kenney_items__roguelike-indoors_00_10.png,"Wooden pillar, vertical brown timber beam with a dark shadow on the right"
kenney_items__roguelike-indoors_00_10.png,"Wooden pillar, vertical brown timber beam with a dark shadow on the right"
kenney_items__roguelike-indoors_00_11.png,"Wooden pillar, tall vertical brown post with simple dark shading and outlines"
kenney_items__roguelike-indoors_00_11.png,"Wooden pillar, tall vertical brown post with simple dark shading and outlines"
kenney_items__roguelike-indoors_00_16.png,"Potted plant, green leafy stems in a teal pot with light horizontal band"
kenney_items__roguelike-indoors_00_16.png,"Potted plant, green leafy stems in a teal pot with light horizontal band"
kenney_items__roguelike-indoors_00_17.png,"Potted plant, green leafy succulent held in a small blue-green ceramic container"
kenney_items__roguelike-indoors_00_17.png,"Potted plant, green leafy succulent held in a small blue-green ceramic container"
kenney_items__roguelike-indoors_00_18.png,"Framed map, tan rectangular parchment with light brown shapes inside a beige border"
kenney_items__roguelike-indoors_00_18.png,"Framed map, tan rectangular parchment with light brown shapes inside a beige border"
kenney_items__roguelike-indoors_00_19.png,"Silver candelabra, grey three-armed metallic stand with three unlit beige wax candles"
kenney_items__roguelike-indoors_00_19.png,"Silver candelabra, grey three-armed metallic stand with three unlit beige wax candles"
kenney_items__roguelike-indoors_00_20.png,"Golden candelabra, yellow three-branched metal stand with three unlit beige wax candles"
kenney_items__roguelike-indoors_00_20.png,"Golden candelabra, yellow three-branched metal stand with three unlit beige wax candles"
kenney_items__roguelike-indoors_00_21.png,"Wall sconce, silver metal bracket holding a single unlit beige candle upright"
kenney_items__roguelike-indoors_00_21.png,"Wall sconce, silver metal bracket holding a single unlit beige candle upright"
kenney_items__roguelike-indoors_00_22.png,"Wall sconce, grey metal wall mount holding one unlit beige wax candle"
kenney_items__roguelike-indoors_00_22.png,"Wall sconce, grey metal wall mount holding one unlit beige wax candle"
kenney_items__roguelike-indoors_01_10.png,"Vertical wood plank, brown rectangular shape, darker brown shading on one side"
kenney_items__roguelike-indoors_01_10.png,"Vertical wood plank, brown rectangular shape, darker brown shading on one side"
kenney_items__roguelike-indoors_01_11.png,Wooden post
kenney_items__roguelike-indoors_01_11.png,Wooden post
kenney_items__roguelike-indoors_01_16.png,"Fence post, brown wood, vertical pillar, horizontal beige rope attached to right side"
kenney_items__roguelike-indoors_01_16.png,"Fence post, brown wood, vertical pillar, horizontal beige rope attached to right side"
kenney_items__roguelike-indoors_01_17.png,"Rope segment, horizontal beige band, light and dark shading, straight edges"
kenney_items__roguelike-indoors_01_17.png,"Rope segment, horizontal beige band, light and dark shading, straight edges"
kenney_items__roguelike-indoors_01_18.png,"Fence post, brown wood, vertical pillar"
kenney_items__roguelike-indoors_01_18.png,"Fence post, brown wood, vertical pillar"
kenney_items__roguelike-indoors_01_19.png,a pixel icon with four candles
kenney_items__roguelike-indoors_01_19.png,a pixel icon with four candles
kenney_items__roguelike-indoors_01_20.png,a pixel with a cross on it
kenney_items__roguelike-indoors_01_20.png,a pixel with a cross on it
kenney_items__roguelike-indoors_01_21.png,a pixeled icon of a cigarette
kenney_items__roguelike-indoors_01_21.png,a pixeled icon of a cigarette
kenney_items__roguelike-indoors_01_22.png,"Wall sconce with silver metal base, beige candle, and a yellow flame"
kenney_items__roguelike-indoors_01_22.png,"Wall sconce with silver metal base, beige candle, and a yellow flame"
kenney_items__roguelike-indoors_02_00.png,"Chair made of brown wood with a rectangular orange cushion, front view"
kenney_items__roguelike-indoors_02_00.png,"Chair made of brown wood with a rectangular orange cushion, front view"
kenney_items__roguelike-indoors_02_01.png,"Wooden wardrobe, brown rectangular frame featuring a small dark recessed gap at the bottom"
kenney_items__roguelike-indoors_02_01.png,"Wooden wardrobe, brown rectangular frame featuring a small dark recessed gap at the bottom"
kenney_items__roguelike-indoors_02_02.png,"Wooden chair, right-facing brown frame with a bright orange square seat and vertical backrest"
kenney_items__roguelike-indoors_02_02.png,"Wooden chair, right-facing brown frame with a bright orange square seat and vertical backrest"
kenney_items__roguelike-indoors_02_03.png,"Wooden chair, left-facing brown frame with a bright orange square seat and vertical backrest"
kenney_items__roguelike-indoors_02_03.png,"Wooden chair, left-facing brown frame with a bright orange square seat and vertical backrest"
kenney_items__roguelike-indoors_02_10.png,"Wooden post, tall thin vertical brown beam with darker shading on the left edge"
kenney_items__roguelike-indoors_02_10.png,"Wooden post, tall thin vertical brown beam with darker shading on the left edge"
kenney_items__roguelike-indoors_02_11.png,"Wooden post, tall thin vertical brown beam with darker shading on the right edge"
kenney_items__roguelike-indoors_02_11.png,"Wooden post, tall thin vertical brown beam with darker shading on the right edge"
kenney_items__roguelike-indoors_02_16.png,"Wooden signpost, brown vertical post holding a light horizontal beam with hanging green fabric"
kenney_items__roguelike-indoors_02_16.png,"Wooden signpost, brown vertical post holding a light horizontal beam with hanging green fabric"
kenney_items__roguelike-indoors_02_17.png,"Wooden clothesline, horizontal light brown pole with a folded blue cloth tunic hanging down"
kenney_items__roguelike-indoors_02_17.png,"Wooden clothesline, horizontal light brown pole with a folded blue cloth tunic hanging down"
kenney_items__roguelike-indoors_02_18.png,"Meat rack, brown vertical post holding a horizontal beam with two hanging brown sausages"
kenney_items__roguelike-indoors_02_18.png,"Meat rack, brown vertical post holding a horizontal beam with two hanging brown sausages"
kenney_items__roguelike-indoors_02_19.png,"Dagger, vertical silver blade with a light grey crossguard and a dark grey handle"
kenney_items__roguelike-indoors_02_19.png,"Dagger, vertical silver blade with a light grey crossguard and a dark grey handle"
kenney_items__roguelike-indoors_02_20.png,"Dagger, vertical silver blade featuring a pale gold crossguard and a brown wooden handle"
kenney_items__roguelike-indoors_02_20.png,"Dagger, vertical silver blade featuring a pale gold crossguard and a brown wooden handle"
kenney_items__roguelike-indoors_02_21.png,"Dagger hilt, gold crossguard and"
kenney_items__roguelike-indoors_02_21.png,"Dagger hilt, gold crossguard and"
kenney_items__roguelike-indoors_02_22.png,"Wall sconce with tan ceramic base, white candle, and a yellow flame"
kenney_items__roguelike-indoors_02_22.png,"Wall sconce with tan ceramic base, white candle, and a yellow flame"
kenney_items__roguelike-indoors_03_00.png,"Chair made of brown wood with a rectangular orange cushion, front view"
kenney_items__roguelike-indoors_03_00.png,"Chair made of brown wood with a rectangular orange cushion, front view"
kenney_items__roguelike-indoors_03_01.png,Table made of brown wood with thick side legs and a flat top
kenney_items__roguelike-indoors_03_01.png,Table made of brown wood with thick side legs and a flat top
kenney_items__roguelike-indoors_03_02.png,"Chair made of brown wood with an orange cushion, profile facing right"
kenney_items__roguelike-indoors_03_02.png,"Chair made of brown wood with an orange cushion, profile facing right"
kenney_items__roguelike-indoors_03_03.png,"Chair made of brown wood with an orange cushion, profile facing left"
kenney_items__roguelike-indoors_03_03.png,"Chair made of brown wood with an orange cushion, profile facing left"
kenney_items__roguelike-indoors_03_10.png,"Table, long and wooden, with thick brown side legs and a flat top"
kenney_items__roguelike-indoors_03_10.png,"Table, long and wooden, with thick brown side legs and a flat top"
kenney_items__roguelike-indoors_03_11.png,"Table, wooden, with thick brown side legs and a flat top"
kenney_items__roguelike-indoors_03_11.png,"Table, wooden, with thick brown side legs and a flat top"
kenney_items__roguelike-indoors_03_16.png,Footstool made of brown wood with a small square seat
kenney_items__roguelike-indoors_03_16.png,Footstool made of brown wood with a small square seat
kenney_items__roguelike-indoors_03_17.png,a brown cardboard box with a white background
kenney_items__roguelike-indoors_03_17.png,a brown cardboard box with a white background
